No of Persons Voted,Duration_Min,Drama,Genre_Count,Description_Word_Count,Description_Char_Count,Written_by_freq,No of Persons Voted_Log,Release_Year,Film_Age,Release_Decade,Rating
47.0,75.0,0.0,1.0,84.0,508.0,4.0,3.871201010907891,2012.0,13.0,2010.0,6.3
1101.0,100.0,0.0,4.0,31.0,191.0,1.0,7.004881989712859,2003.0,22.0,2000.0,8.6
25.0,160.0,1.0,6.0,21.0,145.0,11.0,3.258096538021482,1999.0,26.0,1990.0,7.4
85.0,124.0,1.0,2.0,42.0,236.0,2.0,4.454347296253507,2020.0,5.0,2020.0,8.4
554.0,112.0,1.0,3.0,47.0,261.0,7.0,6.318968113746434,1999.0,26.0,1990.0,8.7
1355.0,115.0,0.0,4.0,86.0,516.0,2.0,7.212294468500341,2004.0,21.0,2000.0,8.8
11.0,147.0,1.0,1.0,109.0,723.0,1.0,2.4849066497880004,2024.0,1.0,2020.0,7.7
172.0,155.0,1.0,2.0,86.0,486.0,1.0,5.153291594497779,2010.0,15.0,2010.0,8.4
415.0,122.0,1.0,4.0,34.0,183.0,7.0,6.030685260261263,2000.0,25.0,2000.0,5.9
1901.0,180.0,1.0,3.0,18.0,105.0,1.0,7.550661243105336,2023.0,2.0,2020.0,8.5
192.0,89.0,1.0,3.0,78.0,469.0,1.0,5.262690188904886,2018.0,7.0,2010.0,8.0
1159.0,103.0,1.0,2.0,32.0,193.0,7.0,7.05617528410041,1998.0,27.0,1990.0,6.8
175.0,85.0,1.0,3.0,51.0,296.0,3.0,5.170483995038151,2007.0,18.0,2000.0,8.3
10.0,99.0,0.0,1.0,14.0,75.0,1.0,2.3978952727983707,2014.0,11.0,2010.0,7.4
89.0,103.0,1.0,2.0,14.0,91.0,46.0,4.499809670330265,1986.0,39.0,1980.0,8.0
83.0,114.0,1.0,4.0,37.0,223.0,1.0,4.430816798843313,2018.0,7.0,2010.0,7.1
225.0,118.0,1.0,3.0,110.0,637.0,1.0,5.420534999272286,2016.0,9.0,2010.0,7.8
57.0,72.0,1.0,2.0,174.0,1046.0,1.0,4.060443010546419,2016.0,9.0,2010.0,6.5
599.0,129.0,1.0,3.0,26.0,155.0,1.0,6.396929655216146,1980.0,45.0,1980.0,7.1
45.0,88.0,1.0,2.0,32.0,220.0,1.0,3.828641396489095,2003.0,22.0,2000.0,7.7
201.0,111.0,1.0,4.0,58.0,365.0,2.0,5.308267697401205,2006.0,19.0,2000.0,7.4
37.0,107.0,0.0,3.0,30.0,205.0,1.0,3.6375861597263857,2003.0,22.0,2000.0,7.4
1386.0,138.0,1.0,2.0,119.0,735.0,1.0,7.234898420314831,2013.0,12.0,2010.0,7.3
36.0,126.0,1.0,2.0,69.0,417.0,1.0,3.6109179126442243,2005.0,20.0,2000.0,7.2
2757.0,121.0,0.0,4.0,67.0,398.0,3.0,7.922261058353247,1977.0,48.0,1970.0,8.8
204.0,96.0,1.0,5.0,89.0,555.0,2.0,5.3230099791384085,2007.0,18.0,2000.0,8.5
98.0,139.0,1.0,2.0,23.0,145.0,1.0,4.59511985013459,1993.0,32.0,1990.0,7.8
266.0,182.0,1.0,2.0,64.0,386.0,1.0,5.58724865840025,1978.0,47.0,1970.0,7.7
1087.0,108.0,1.0,3.0,58.0,399.0,1.0,6.992096427415888,2004.0,21.0,2000.0,8.7
63.0,180.0,1.0,2.0,29.0,192.0,1.0,4.1588830833596715,2005.0,20.0,2000.0,7.3
15.0,102.0,1.0,2.0,126.0,743.0,1.0,2.772588722239781,2014.0,11.0,2010.0,7.0
285.0,137.0,1.0,3.0,69.0,413.0,2.0,5.655991810819852,2006.0,19.0,2000.0,8.4
402.0,119.0,1.0,4.0,65.0,388.0,1.0,5.998936561946683,2004.0,21.0,2000.0,8.8
5.0,180.0,0.0,2.0,34.0,200.0,1.0,1.791759469228055,2019.0,6.0,2010.0,7.2
59.0,93.0,0.0,2.0,105.0,726.0,1.0,4.0943445622221,2018.0,7.0,2010.0,8.2
11.0,112.0,1.0,2.0,25.0,155.0,1.0,2.4849066497880004,2003.0,22.0,2000.0,7.6
32.0,109.0,1.0,3.0,26.0,162.0,1.0,3.4965075614664802,1993.0,32.0,1990.0,7.2
1764.0,107.0,1.0,2.0,43.0,250.0,4.0,7.475905969367397,2014.0,11.0,2010.0,8.8
216.0,95.0,1.0,1.0,99.0,595.0,12.0,5.37989735354046,2014.0,11.0,2010.0,8.4
500.0,206.0,1.0,6.0,92.0,563.0,1.0,6.2166061010848646,2023.0,2.0,2020.0,7.6
4.0,180.0,0.0,1.0,75.0,461.0,1.0,1.6094379124341003,2014.0,11.0,2010.0,8.3
134.0,109.0,1.0,4.0,21.0,136.0,4.0,4.90527477843843,1976.0,49.0,1970.0,8.0
134.0,109.0,1.0,4.0,21.0,136.0,4.0,4.90527477843843,1976.0,49.0,1970.0,8.0
134.0,109.0,1.0,4.0,34.0,203.0,4.0,4.90527477843843,2005.0,20.0,2000.0,8.0
134.0,109.0,1.0,4.0,34.0,203.0,4.0,4.90527477843843,2005.0,20.0,2000.0,8.0
99.0,94.0,0.0,6.0,166.0,970.0,1.0,4.605170185988092,2008.0,17.0,2000.0,8.2
224.0,106.0,1.0,1.0,25.0,142.0,1.0,5.41610040220442,2002.0,23.0,2000.0,6.5
32.0,100.0,0.0,3.0,107.0,626.0,1.0,3.4965075614664802,2019.0,6.0,2010.0,7.7
262.0,130.0,1.0,3.0,63.0,374.0,1.0,5.572154032177765,2016.0,9.0,2010.0,7.2
46.0,114.0,1.0,1.0,68.0,420.0,8.0,3.8501476017100584,2009.0,16.0,2000.0,8.3
77.0,321.0,1.0,5.0,88.0,589.0,1.0,4.356708826689592,2015.0,10.0,2010.0,8.5
149.0,97.0,1.0,4.0,11.0,72.0,2.0,5.0106352940962555,1985.0,40.0,1980.0,7.9
5.0,255.0,0.0,1.0,10.0,70.0,1.0,1.791759469228055,2006.0,19.0,2000.0,6.0
629.0,84.0,0.0,1.0,97.0,569.0,1.0,6.4457198193855785,2006.0,19.0,2000.0,7.9
218.0,115.0,1.0,1.0,71.0,439.0,1.0,5.389071729816501,2020.0,5.0,2020.0,8.0
119.0,184.0,1.0,3.0,20.0,123.0,1.0,4.787491742782046,1975.0,50.0,1970.0,8.5
256.0,100.0,1.0,2.0,104.0,656.0,1.0,5.54907608489522,2019.0,6.0,2010.0,8.2
268.0,137.0,1.0,5.0,48.0,277.0,1.0,5.594711379601839,2014.0,11.0,2010.0,8.4
5.0,82.0,1.0,3.0,131.0,750.0,1.0,1.791759469228055,2017.0,8.0,2010.0,6.8
31.0,116.0,1.0,1.0,45.0,288.0,1.0,3.4657359027997265,2022.0,3.0,2020.0,6.2
15.0,102.0,0.0,2.0,173.0,1075.0,1.0,2.772588722239781,2007.0,18.0,2000.0,8.5
15.0,104.0,1.0,4.0,20.0,116.0,3.0,2.772588722239781,1994.0,31.0,1990.0,7.6
100.0,98.0,1.0,4.0,79.0,487.0,1.0,4.61512051684126,2015.0,10.0,2010.0,7.8
16.0,91.0,1.0,1.0,110.0,674.0,2.0,2.833213344056216,2009.0,16.0,2000.0,7.0
23.0,93.0,0.0,1.0,89.0,555.0,1.0,3.1780538303479458,2020.0,5.0,2020.0,7.3
15.0,92.0,0.0,2.0,39.0,236.0,1.0,2.772588722239781,2015.0,10.0,2010.0,6.7
15.0,92.0,0.0,2.0,39.0,236.0,1.0,2.772588722239781,2015.0,10.0,2010.0,6.7
15.0,92.0,0.0,2.0,39.0,236.0,1.0,2.772588722239781,2015.0,10.0,2010.0,6.7
15.0,92.0,0.0,2.0,72.0,438.0,1.0,2.772588722239781,2018.0,7.0,2010.0,6.7
15.0,92.0,0.0,2.0,72.0,438.0,1.0,2.772588722239781,2018.0,7.0,2010.0,6.7
15.0,92.0,0.0,2.0,72.0,438.0,1.0,2.772588722239781,2018.0,7.0,2010.0,6.7
15.0,92.0,0.0,2.0,106.0,614.0,1.0,2.772588722239781,1998.0,27.0,1990.0,6.7
15.0,92.0,0.0,2.0,106.0,614.0,1.0,2.772588722239781,1998.0,27.0,1990.0,6.7
15.0,92.0,0.0,2.0,106.0,614.0,1.0,2.772588722239781,1998.0,27.0,1990.0,6.7
426.0,125.0,1.0,2.0,44.0,280.0,1.0,6.056784013228625,2021.0,4.0,2020.0,6.5
6.0,217.0,0.0,1.0,45.0,282.0,1.0,1.9459101490553132,2022.0,3.0,2020.0,7.3
44.0,126.0,0.0,3.0,37.0,210.0,1.0,3.8066624897703196,1976.0,49.0,1970.0,7.3
1490.0,117.0,0.0,2.0,28.0,188.0,1.0,7.307202314764738,1979.0,46.0,1970.0,9.0
112.0,100.0,1.0,1.0,85.0,553.0,1.0,4.727387818712341,2017.0,8.0,2010.0,7.3
637.0,100.0,1.0,3.0,56.0,332.0,1.0,6.45833828334479,2011.0,14.0,2010.0,8.1
43.0,115.0,1.0,2.0,100.0,562.0,1.0,3.784189633918261,2018.0,7.0,2010.0,7.3
119.0,121.0,1.0,3.0,22.0,130.0,1.0,4.787491742782046,1993.0,32.0,1990.0,7.9
16.0,102.0,0.0,5.0,120.0,816.0,1.0,2.833213344056216,2016.0,9.0,2010.0,6.4
48.0,89.0,1.0,3.0,62.0,380.0,1.0,3.8918202981106265,2020.0,5.0,2020.0,7.1
70.0,94.0,1.0,1.0,62.0,362.0,1.0,4.2626798770413155,2022.0,3.0,2020.0,7.9
209.0,141.0,1.0,5.0,40.0,240.0,1.0,5.3471075307174685,2006.0,19.0,2000.0,8.2
26.0,155.0,1.0,2.0,23.0,117.0,3.0,3.295836866004329,1974.0,51.0,1970.0,7.7
333.0,90.0,1.0,4.0,34.0,195.0,7.0,5.811140992976701,2015.0,10.0,2010.0,7.5
5.0,90.0,1.0,2.0,53.0,314.0,1.0,1.791759469228055,2002.0,23.0,2000.0,7.8
155.0,113.0,1.0,3.0,14.0,93.0,1.0,5.049856007249537,1974.0,51.0,1970.0,8.3
12.0,94.0,1.0,3.0,119.0,822.0,1.0,2.5649493574615367,2011.0,14.0,2010.0,7.6
40.0,138.0,1.0,3.0,87.0,546.0,2.0,3.713572066704308,2019.0,6.0,2010.0,7.1
9.0,69.0,0.0,3.0,51.0,315.0,1.0,2.302585092994046,2022.0,3.0,2020.0,6.7
1028.0,89.0,1.0,6.0,28.0,164.0,4.0,6.9363427358340495,1994.0,31.0,1990.0,9.0
1029.0,89.0,1.0,6.0,28.0,164.0,4.0,6.937314081223682,1994.0,31.0,1990.0,9.0
1028.0,89.0,1.0,6.0,89.0,514.0,4.0,6.9363427358340495,2019.0,6.0,2010.0,9.0
1029.0,89.0,1.0,6.0,89.0,514.0,4.0,6.937314081223682,2019.0,6.0,2010.0,9.0
11.0,102.0,0.0,2.0,94.0,608.0,1.0,2.4849066497880004,1997.0,28.0,1990.0,7.2
9.0,100.0,1.0,2.0,31.0,184.0,1.0,2.302585092994046,2021.0,4.0,2020.0,6.6
354.0,103.0,0.0,3.0,41.0,223.0,1.0,5.872117789475416,2018.0,7.0,2010.0,8.3
322.0,83.0,0.0,6.0,20.0,115.0,4.0,5.777652323222656,1989.0,36.0,1980.0,7.5
322.0,83.0,0.0,6.0,20.0,115.0,4.0,5.777652323222656,1989.0,36.0,1980.0,7.5
322.0,83.0,0.0,6.0,107.0,635.0,4.0,5.777652323222656,2023.0,2.0,2020.0,7.5
322.0,83.0,0.0,6.0,107.0,635.0,4.0,5.777652323222656,2023.0,2.0,2020.0,7.5
11.0,272.0,0.0,1.0,134.0,892.0,1.0,2.4849066497880004,2020.0,5.0,2020.0,6.2
11.0,272.0,0.0,1.0,134.0,892.0,1.0,2.4849066497880004,2020.0,5.0,2020.0,6.2
11.0,272.0,0.0,1.0,21.0,135.0,1.0,2.4849066497880004,1996.0,29.0,1990.0,6.2
11.0,272.0,0.0,1.0,21.0,135.0,1.0,2.4849066497880004,1996.0,29.0,1990.0,6.2
213.0,106.0,1.0,2.0,154.0,863.0,6.0,5.365976015021851,2009.0,16.0,2000.0,7.3
149.0,114.0,1.0,4.0,24.0,126.0,1.0,5.0106352940962555,2005.0,20.0,2000.0,7.5
310.0,107.0,1.0,3.0,72.0,455.0,1.0,5.739792912179234,2018.0,7.0,2010.0,7.3
19.0,197.0,1.0,1.0,58.0,312.0,1.0,2.995732273553991,2024.0,1.0,2020.0,7.5
8.0,100.0,1.0,2.0,89.0,558.0,1.0,2.1972245773362196,2009.0,16.0,2000.0,6.9
14.0,0.0,1.0,2.0,108.0,717.0,2.0,2.70805020110221,2014.0,11.0,2010.0,5.9
4.0,76.0,0.0,2.0,122.0,783.0,1.0,1.6094379124341003,2017.0,8.0,2010.0,4.8
1073.0,115.0,1.0,3.0,72.0,488.0,4.0,6.97914527506881,2017.0,8.0,2010.0,7.8
8.0,104.0,1.0,2.0,44.0,226.0,1.0,2.1972245773362196,1988.0,37.0,1980.0,7.9
4.0,83.0,1.0,3.0,36.0,200.0,2.0,1.6094379124341003,2006.0,19.0,2000.0,8.0
21.0,0.0,1.0,3.0,99.0,730.0,1.0,3.091042453358316,2010.0,15.0,2010.0,8.0
56.0,102.0,1.0,1.0,119.0,701.0,6.0,4.04305126783455,2016.0,9.0,2010.0,6.9
1499.0,100.0,0.0,3.0,65.0,419.0,1.0,7.313220387090301,2014.0,11.0,2010.0,8.4
123.0,196.0,1.0,1.0,59.0,335.0,1.0,4.820281565605037,2014.0,11.0,2010.0,8.4
1704.0,136.0,1.0,3.0,76.0,453.0,4.0,7.4413203897176174,2018.0,7.0,2010.0,8.4
1704.0,136.0,1.0,3.0,76.0,453.0,4.0,7.4413203897176174,2018.0,7.0,2010.0,8.4
1704.0,136.0,1.0,3.0,12.0,74.0,4.0,7.4413203897176174,1976.0,49.0,1970.0,8.4
1704.0,136.0,1.0,3.0,12.0,74.0,4.0,7.4413203897176174,1976.0,49.0,1970.0,8.4
160.0,114.0,0.0,2.0,91.0,552.0,1.0,5.081404364984463,2014.0,11.0,2010.0,7.6
14.0,134.0,1.0,1.0,50.0,301.0,2.0,2.70805020110221,2002.0,23.0,2000.0,6.8
40.0,110.0,1.0,1.0,33.0,205.0,1.0,3.713572066704308,2007.0,18.0,2000.0,7.8
4.0,105.0,1.0,3.0,56.0,354.0,1.0,1.6094379124341003,2007.0,18.0,2000.0,5.0
306.0,97.0,1.0,2.0,81.0,470.0,1.0,5.726847747587197,2021.0,4.0,2020.0,8.4
44.0,108.0,1.0,1.0,73.0,477.0,2.0,3.8066624897703196,2017.0,8.0,2010.0,7.3
40.0,140.0,1.0,2.0,22.0,139.0,2.0,3.713572066704308,1992.0,33.0,1990.0,8.1
316.0,120.0,0.0,2.0,73.0,478.0,1.0,5.75890177387728,2010.0,15.0,2010.0,9.1
40.0,113.0,1.0,5.0,135.0,809.0,1.0,3.713572066704308,2018.0,7.0,2010.0,7.1
190.0,109.0,1.0,2.0,56.0,337.0,1.0,5.25227342804663,2018.0,7.0,2010.0,7.6
346.0,113.0,1.0,4.0,13.0,104.0,3.0,5.849324779946859,2004.0,21.0,2000.0,8.6
370.0,84.0,1.0,5.0,26.0,148.0,1.0,5.916202062607435,2000.0,25.0,2000.0,8.1
921.0,118.0,1.0,3.0,74.0,452.0,1.0,6.826545223556594,2010.0,15.0,2010.0,8.3
793.0,98.0,0.0,2.0,55.0,303.0,3.0,6.677083461247136,1996.0,29.0,1990.0,8.7
84.0,120.0,1.0,1.0,89.0,534.0,13.0,4.442651256490317,2021.0,4.0,2020.0,7.3
767.0,102.0,1.0,4.0,138.0,816.0,4.0,6.643789733147672,2016.0,9.0,2010.0,8.1
1233.0,96.0,1.0,5.0,66.0,408.0,1.0,7.1180162044653335,2009.0,16.0,2000.0,8.7
27.0,97.0,0.0,1.0,83.0,540.0,1.0,3.332204510175204,2018.0,7.0,2010.0,7.5
522.0,141.0,1.0,4.0,74.0,466.0,1.0,6.259581464064923,2023.0,2.0,2020.0,7.1
8.0,90.0,0.0,1.0,84.0,459.0,1.0,2.1972245773362196,2010.0,15.0,2010.0,7.0
127.0,116.0,1.0,3.0,22.0,120.0,1.0,4.852030263919617,1982.0,43.0,1980.0,7.9
11.0,93.0,0.0,1.0,85.0,567.0,3.0,2.4849066497880004,2024.0,1.0,2020.0,7.7
113.0,142.0,1.0,1.0,116.0,657.0,3.0,4.736198448394496,2016.0,9.0,2010.0,8.4
988.0,92.0,0.0,5.0,61.0,376.0,1.0,6.8966943316227125,1999.0,26.0,1990.0,8.7
3629.0,134.0,0.0,3.0,86.0,521.0,2.0,8.196987927258897,2018.0,7.0,2010.0,6.3
31.0,122.0,1.0,3.0,126.0,798.0,4.0,3.4657359027997265,2016.0,9.0,2010.0,6.7
29.0,30.0,1.0,2.0,36.0,201.0,2.0,3.4011973816621555,2021.0,4.0,2020.0,6.8
454.0,111.0,1.0,2.0,83.0,500.0,1.0,6.12029741895095,2015.0,10.0,2010.0,7.9
47.0,141.0,1.0,1.0,23.0,125.0,8.0,3.871201010907891,2005.0,20.0,2000.0,7.7
12.0,103.0,1.0,2.0,117.0,688.0,11.0,2.5649493574615367,1991.0,34.0,1990.0,7.0
113.0,93.0,0.0,2.0,105.0,633.0,1.0,4.736198448394496,2019.0,6.0,2010.0,8.1
2155.0,179.0,1.0,4.0,31.0,213.0,1.0,7.6760099320288875,2002.0,23.0,2000.0,9.0
66.0,100.0,1.0,3.0,50.0,339.0,12.0,4.204692619390966,2006.0,19.0,2000.0,8.3
14.0,133.0,0.0,2.0,16.0,95.0,1.0,2.70805020110221,2018.0,7.0,2010.0,6.5
18.0,0.0,0.0,2.0,78.0,468.0,1.0,2.9444389791664403,2016.0,9.0,2010.0,8.2
50.0,139.0,1.0,1.0,51.0,322.0,2.0,3.9318256327243257,2011.0,14.0,2010.0,7.9
169.0,119.0,1.0,2.0,266.0,1677.0,1.0,5.135798437050262,2018.0,7.0,2010.0,7.0
4.0,90.0,0.0,1.0,334.0,2062.0,1.0,1.6094379124341003,2017.0,8.0,2010.0,4.0
1908.0,119.0,1.0,2.0,36.0,224.0,1.0,7.554334823725748,2014.0,11.0,2010.0,8.2
6.0,729.0,1.0,2.0,47.0,296.0,1.0,1.9459101490553132,2015.0,10.0,2010.0,5.0
63.0,105.0,1.0,4.0,76.0,490.0,1.0,4.1588830833596715,1996.0,29.0,1990.0,8.0
56.0,89.0,0.0,4.0,35.0,238.0,4.0,4.04305126783455,2022.0,3.0,2020.0,6.0
56.0,89.0,0.0,4.0,35.0,238.0,4.0,4.04305126783455,2022.0,3.0,2020.0,6.0
56.0,89.0,0.0,4.0,30.0,179.0,4.0,4.04305126783455,2013.0,12.0,2010.0,6.0
56.0,89.0,0.0,4.0,30.0,179.0,4.0,4.04305126783455,2013.0,12.0,2010.0,6.0
155.0,106.0,1.0,4.0,36.0,213.0,1.0,5.049856007249537,2018.0,7.0,2010.0,7.5
258.0,103.0,1.0,7.0,94.0,553.0,1.0,5.556828061699537,2020.0,5.0,2020.0,8.8
244.0,86.0,0.0,4.0,24.0,137.0,5.0,5.501258210544727,1988.0,37.0,1980.0,8.5
12.0,92.0,0.0,1.0,22.0,146.0,1.0,2.5649493574615367,2013.0,12.0,2010.0,7.6
7.0,75.0,1.0,1.0,91.0,532.0,1.0,2.0794415416798357,2011.0,14.0,2010.0,7.6
4.0,107.0,0.0,1.0,35.0,207.0,1.0,1.6094379124341003,2023.0,2.0,2020.0,9.3
8.0,105.0,1.0,1.0,14.0,105.0,1.0,2.1972245773362196,2019.0,6.0,2010.0,3.9
408.0,160.0,1.0,3.0,27.0,176.0,1.0,6.013715156042802,1984.0,41.0,1980.0,8.3
7.0,142.0,0.0,3.0,133.0,781.0,1.0,2.0794415416798357,2015.0,10.0,2010.0,8.3
33.0,112.0,1.0,5.0,18.0,106.0,1.0,3.5263605246161616,1973.0,52.0,1970.0,7.4
140.0,113.0,1.0,1.0,155.0,878.0,13.0,4.948759890378168,2019.0,6.0,2010.0,7.9
54.0,99.0,1.0,4.0,21.0,112.0,1.0,4.007333185232471,2002.0,23.0,2000.0,5.4
17.0,121.0,0.0,2.0,162.0,1055.0,1.0,2.8903717578961645,2017.0,8.0,2010.0,6.8
78.0,137.0,1.0,2.0,77.0,433.0,1.0,4.3694478524670215,2009.0,16.0,2000.0,7.7
16.0,104.0,0.0,2.0,43.0,260.0,1.0,2.833213344056216,2003.0,22.0,2000.0,6.8
7.0,97.0,0.0,1.0,63.0,365.0,1.0,2.0794415416798357,2022.0,3.0,2020.0,6.9
106.0,89.0,0.0,2.0,21.0,139.0,4.0,4.672828834461906,1978.0,47.0,1970.0,7.5
29.0,115.0,1.0,1.0,54.0,328.0,1.0,3.4011973816621555,2022.0,3.0,2020.0,7.6
26.0,121.0,0.0,2.0,125.0,777.0,2.0,3.295836866004329,2021.0,4.0,2020.0,7.3
19.0,97.0,0.0,1.0,72.0,424.0,1.0,2.995732273553991,2022.0,3.0,2020.0,7.7
28.0,104.0,1.0,2.0,31.0,199.0,1.0,3.367295829986474,2003.0,22.0,2000.0,7.5
9.0,118.0,0.0,2.0,42.0,295.0,2.0,2.302585092994046,2021.0,4.0,2020.0,6.3
88.0,98.0,1.0,4.0,95.0,564.0,1.0,4.48863636973214,1993.0,32.0,1990.0,8.2
214.0,98.0,1.0,2.0,75.0,437.0,4.0,5.3706380281276624,2001.0,24.0,2000.0,7.9
19.0,114.0,0.0,1.0,154.0,857.0,1.0,2.995732273553991,2016.0,9.0,2010.0,7.0
5.0,89.0,0.0,1.0,6.0,37.0,2.0,1.791759469228055,1975.0,50.0,1970.0,7.2
71.0,103.0,0.0,2.0,27.0,187.0,13.0,4.276666119016055,2005.0,20.0,2000.0,8.0
324.0,94.0,1.0,2.0,114.0,684.0,1.0,5.783825182329737,2020.0,5.0,2020.0,7.9
35.0,102.0,1.0,5.0,54.0,307.0,1.0,3.58351893845611,2023.0,2.0,2020.0,8.3
16.0,105.0,1.0,3.0,71.0,443.0,7.0,2.833213344056216,1992.0,33.0,1990.0,7.5
13.0,109.0,0.0,2.0,45.0,267.0,1.0,2.6390573296152584,2022.0,3.0,2020.0,7.2
6.0,92.0,1.0,1.0,146.0,823.0,1.0,1.9459101490553132,2018.0,7.0,2010.0,7.5
24.0,90.0,0.0,2.0,95.0,570.0,1.0,3.2188758248682006,2017.0,8.0,2010.0,8.1
4.0,97.0,1.0,1.0,105.0,596.0,10.0,1.6094379124341003,2023.0,2.0,2020.0,8.0
781.0,124.0,1.0,3.0,51.0,319.0,1.0,6.661854740545311,1975.0,50.0,1970.0,8.5
54.0,102.0,1.0,2.0,24.0,139.0,1.0,4.007333185232471,2014.0,11.0,2010.0,7.4
26.0,142.0,0.0,4.0,53.0,320.0,1.0,3.295836866004329,2019.0,6.0,2010.0,8.2
22.0,63.0,1.0,2.0,89.0,560.0,1.0,3.1354942159291497,2020.0,5.0,2020.0,7.0
15.0,78.0,1.0,3.0,105.0,654.0,4.0,2.772588722239781,2021.0,4.0,2020.0,5.9
1074.0,116.0,0.0,3.0,31.0,177.0,4.0,6.980075940561763,1985.0,40.0,1980.0,8.8
357.0,107.0,1.0,1.0,34.0,202.0,1.0,5.8805329864007,2020.0,5.0,2020.0,7.3
13.0,130.0,1.0,2.0,151.0,902.0,1.0,2.6390573296152584,2021.0,4.0,2020.0,7.1
6.0,201.0,0.0,1.0,100.0,632.0,1.0,1.9459101490553132,2017.0,8.0,2010.0,4.7
144.0,119.0,1.0,2.0,146.0,828.0,7.0,4.976733742420574,2015.0,10.0,2010.0,8.3
129.0,102.0,1.0,3.0,64.0,419.0,1.0,4.867534450455582,2015.0,10.0,2010.0,6.5
823.0,150.0,1.0,4.0,70.0,425.0,1.0,6.714170529909472,2012.0,13.0,2010.0,7.5
54.0,109.0,1.0,3.0,73.0,514.0,4.0,4.007333185232471,2012.0,13.0,2010.0,7.5
54.0,109.0,1.0,3.0,73.0,514.0,4.0,4.007333185232471,2012.0,13.0,2010.0,7.5
54.0,109.0,1.0,3.0,74.0,448.0,4.0,4.007333185232471,2014.0,11.0,2010.0,7.5
54.0,109.0,1.0,3.0,74.0,448.0,4.0,4.007333185232471,2014.0,11.0,2010.0,7.5
281.0,106.0,1.0,3.0,62.0,363.0,3.0,5.641907070938114,2013.0,12.0,2010.0,6.5
331.0,109.0,1.0,2.0,85.0,566.0,4.0,5.805134968916488,2022.0,3.0,2020.0,7.5
1199.0,127.0,1.0,4.0,45.0,290.0,3.0,7.090076835776092,2018.0,7.0,2010.0,6.8
27.0,103.0,0.0,2.0,49.0,322.0,1.0,3.332204510175204,2015.0,10.0,2010.0,8.3
17.0,96.0,0.0,1.0,35.0,212.0,1.0,2.8903717578961645,2013.0,12.0,2010.0,8.3
374.0,130.0,1.0,5.0,26.0,155.0,1.0,5.926926025970411,1993.0,32.0,1990.0,8.7
17.0,150.0,1.0,2.0,89.0,517.0,1.0,2.8903717578961645,2006.0,19.0,2000.0,7.8
197.0,101.0,1.0,2.0,33.0,213.0,1.0,5.288267030694535,2004.0,21.0,2000.0,2.0
179.0,123.0,1.0,4.0,35.0,206.0,1.0,5.19295685089021,1998.0,27.0,1990.0,6.9
8.0,140.0,1.0,3.0,39.0,251.0,1.0,2.1972245773362196,2006.0,19.0,2000.0,4.9
69.0,125.0,1.0,3.0,113.0,660.0,1.0,4.248495242049359,2018.0,7.0,2010.0,7.8
40.0,95.0,0.0,4.0,32.0,181.0,1.0,3.713572066704308,2003.0,22.0,2000.0,7.1
15.0,92.0,1.0,1.0,24.0,149.0,1.0,2.772588722239781,2023.0,2.0,2020.0,6.9
64.0,114.0,1.0,2.0,91.0,564.0,1.0,4.174387269895637,2011.0,14.0,2010.0,7.1
527.0,134.0,1.0,2.0,57.0,330.0,1.0,6.269096283706261,2005.0,20.0,2000.0,8.1
71.0,87.0,1.0,1.0,104.0,620.0,12.0,4.276666119016055,2012.0,13.0,2010.0,7.5
2400.0,117.0,0.0,7.0,24.0,165.0,1.0,7.783640596221253,2018.0,7.0,2010.0,8.3
22.0,97.0,1.0,2.0,51.0,294.0,1.0,3.1354942159291497,2023.0,2.0,2020.0,6.8
152.0,102.0,0.0,3.0,31.0,174.0,4.0,5.030437921392435,1974.0,51.0,1970.0,2.0
152.0,102.0,0.0,3.0,31.0,174.0,4.0,5.030437921392435,1974.0,51.0,1970.0,2.0
152.0,102.0,0.0,3.0,25.0,163.0,4.0,5.030437921392435,2006.0,19.0,2000.0,2.0
152.0,102.0,0.0,3.0,25.0,163.0,4.0,5.030437921392435,2006.0,19.0,2000.0,2.0
123.0,105.0,1.0,3.0,31.0,168.0,1.0,4.820281565605037,2021.0,4.0,2020.0,7.2
597.0,147.0,1.0,3.0,37.0,252.0,4.0,6.393590753950631,2001.0,24.0,2000.0,7.0
33.0,99.0,0.0,1.0,123.0,749.0,1.0,3.5263605246161616,2014.0,11.0,2010.0,8.1
15.0,88.0,0.0,2.0,61.0,400.0,1.0,2.772588722239781,2004.0,21.0,2000.0,6.0
20.0,88.0,0.0,2.0,20.0,175.0,1.0,3.044522437723423,2005.0,20.0,2000.0,7.2
93.0,120.0,0.0,2.0,75.0,484.0,1.0,4.543294782270004,2014.0,11.0,2010.0,8.2
93.0,120.0,0.0,2.0,75.0,484.0,1.0,4.543294782270004,2014.0,11.0,2010.0,8.2
93.0,120.0,0.0,2.0,41.0,240.0,1.0,4.543294782270004,2018.0,7.0,2010.0,8.2
93.0,120.0,0.0,2.0,41.0,240.0,1.0,4.543294782270004,2018.0,7.0,2010.0,8.2
1094.0,123.0,1.0,4.0,50.0,323.0,1.0,6.9985096422506015,2017.0,8.0,2010.0,7.0
13.0,86.0,1.0,3.0,20.0,128.0,1.0,2.6390573296152584,2020.0,5.0,2020.0,6.8
87.0,117.0,1.0,3.0,120.0,690.0,10.0,4.477336814478207,2005.0,20.0,2000.0,8.1
